FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.9802837,9802837,POINT (16.227383612694045 48.00015237548636),Baden Pötschnergasse,Baden Pötschnergasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Pötschnergasse&start=1,
OEFFHALTESTOGD.9802838,9802838,POINT (16.236878769892225 48.00220805919436),Baden Gartengasse,Baden Gartengasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Gartengasse&start=1,
OEFFHALTESTOGD.9802839,9802839,POINT (16.236779870898758 48.00237025881624),Baden Gartengasse,Baden Gartengasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Gartengasse&start=1,
OEFFHALTESTOGD.9802840,9802840,POINT (16.233501097021442 48.00990102436813),Baden Kurpark,Baden Kurpark,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Kurpark&start=1,
OEFFHALTESTOGD.9802841,9802841,POINT (16.23351909655292 48.009834924790184),Baden Kurpark,Baden Kurpark,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Kurpark&start=1,
OEFFHALTESTOGD.9802842,9802842,POINT (16.235998384980775 48.01016542199847),Baden Pfarrplatz,Baden Pfarrplatz,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Pfarrplatz&start=1,
OEFFHALTESTOGD.9802843,9802843,POINT (16.236025384097253 48.010027222763874),Baden Pfarrplatz,Baden Pfarrplatz,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Pfarrplatz&start=1,
OEFFHALTESTOGD.9802844,9802844,POINT (16.48456556326586 48.13995509530496),Schwechat Rotes Kreuz,Schwechat Rotes Kreuz,272,,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Rotes%20Kreuz&start=1,
OEFFHALTESTOGD.9802845,9802845,POINT (16.48589505623699 48.13982919405598),Schwechat Rotes Kreuz,Schwechat Rotes Kreuz,272,,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Rotes%20Kreuz&start=1,
OEFFHALTESTOGD.9802846,9802846,POINT (16.492129321545605 48.137760998127945),Schwechat Am Concorde-Business-Park,Schwechat Am Concorde-Business-Park,272,,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Am%20Concorde-Business-Park&start=1,
OEFFHALTESTOGD.9802847,9802847,POINT (16.493090516824058 48.137712997508785),Schwechat Am Concorde-Business-Park,Schwechat Am Concorde-Business-Park,272,,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Am%20Concorde-Business-Park&start=1,
OEFFHALTESTOGD.9802848,9802848,POINT (16.245295925731497 48.00018836341382),Baden Schützengasse,Baden Schützengasse,B,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Schützengasse&start=1,
OEFFHALTESTOGD.9802849,9802849,POINT (16.24515212569421 47.99999606478747),Baden Schützengasse,Baden Schützengasse,B,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Schützengasse&start=1,
OEFFHALTESTOGD.9802850,9802850,POINT (16.242744740494263 48.001636958116066),Baden Braitnerstraße,Baden Braitnerstraße,B,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Braitnerstraße&start=1,
OEFFHALTESTOGD.9802851,9802851,POINT (16.243041137851087 48.00138455930096),Baden Braitnerstraße,Baden Braitnerstraße,B,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Braitnerstraße&start=1,
OEFFHALTESTOGD.9802852,9802852,POINT (16.244909635904236 48.006198934776116),Baden Fabriksgasse,Baden Fabriksgasse,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Fabriksgasse&start=1,
OEFFHALTESTOGD.9802853,9802853,POINT (16.249023926703572 48.01392739571113),Baden Schöne-Felder-Weg,Baden Schöne-Felder-Weg,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Schöne-Felder-Weg&start=1,
OEFFHALTESTOGD.9802854,9802854,POINT (16.24323875281943 48.01211250819476),Baden Erzherzog-Wilhelm-Ring,Baden Erzherzog-Wilhelm-Ring,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Erzherzog-Wilhelm-Ring&start=1,
OEFFHALTESTOGD.9802855,9802855,POINT (16.240076765615257 48.01061621741026),Baden Adolfine-Malcher-Gasse,Baden Adolfine-Malcher-Gasse,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Adolfine-Malcher-Gasse&start=1,
OEFFHALTESTOGD.9802856,9802856,POINT (16.240471963489213 48.010616216861244),Baden Adolfine-Malcher-Gasse,Baden Adolfine-Malcher-Gasse,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Adolfine-Malcher-Gasse&start=1,
OEFFHALTESTOGD.9802857,9802857,POINT (16.2262427319517 48.00960653062729),Baden Mozartstraße,Baden Mozartstraße,B,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Mozartstraße&start=1,
OEFFHALTESTOGD.9802858,9802858,POINT (16.225290535769897 48.009558531918024),Baden Mozartstraße,Baden Mozartstraße,B,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Mozartstraße&start=1,
OEFFHALTESTOGD.9802859,9802859,POINT (16.22013426136408 48.00970873410637),Baden Bergsteiggasse,Baden Bergsteiggasse,B,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Bergsteiggasse&start=1,
OEFFHALTESTOGD.9802860,9802860,POINT (16.330806541831763 48.310563428486354),Klosterneuburg Happyland,Klosterneuburg Happyland,3,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Happyland&start=1,
OEFFHALTESTOGD.9802861,9802861,POINT (16.33077964244087 48.31053952921591),Klosterneuburg Happyland,Klosterneuburg Happyland,3,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Happyland&start=1,
OEFFHALTESTOGD.9802862,9802862,POINT (16.327572646687326 48.302389470082126),Klosterneuburg Tauchnergasse,Klosterneuburg Tauchnergasse,2,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Tauchnergasse&start=1,
OEFFHALTESTOGD.9802863,9802863,POINT (16.331412845104623 48.29293531406362),Klosterneuburg Kollersteig,Klosterneuburg Kollersteig,"401, 2",,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Kollersteig&start=1,
OEFFHALTESTOGD.9802864,9802864,POINT (16.331372415253576 48.29293531242715),Klosterneuburg Kollersteig,Klosterneuburg Kollersteig,"401, 2",,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Kollersteig&start=1,
OEFFHALTESTOGD.9802865,9802865,POINT (16.33230223544967 48.29098682239151),Klosterneuburg Grabmandlgasse,Klosterneuburg Grabmandlgasse,"401, 2",,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Grabmandlgasse&start=1,
OEFFHALTESTOGD.9802866,9802866,POINT (16.33226180713673 48.290986821067705),Klosterneuburg Grabmandlgasse,Klosterneuburg Grabmandlgasse,"401, 2",,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Grabmandlgasse&start=1,
OEFFHALTESTOGD.9802867,9802867,POINT (16.325861408989574 48.309762839756836),Klosterneuburg-Kierling Bhf.,Klosterneuburg-Kierling Bhf.,"400, 2, 406, 401, 402, 413, 1, 404",,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Kierling%20Bahnhof&start=1,
OEFFHALTESTOGD.9803441,9803441,POINT (16.327891194628418 48.12442702137128),Vösendorf Post,Vösendorf Post,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Post&start=1,
OEFFHALTESTOGD.9803442,9803442,POINT (16.17607719991425 48.381235944133515),Unterzögersdorf Ortsmitte,Unterzögersdorf Ortsmitte,825,,3,https://anachb.vor.at?P=SQ&input=Unterzögersdorf%20Ortsmitte&start=1,
OEFFHALTESTOGD.9803443,9803443,POINT (16.176068199644387 48.38135524415203),Unterzögersdorf Ortsmitte,Unterzögersdorf Ortsmitte,825,,3,https://anachb.vor.at?P=SQ&input=Unterzögersdorf%20Ortsmitte&start=1,
OEFFHALTESTOGD.9803444,9803444,POINT (16.451166222397394 48.04562227755829),Velm bei Himberg Stadelgasse,Velm bei Himberg Stadelgasse,"246, 221, 226",,3,https://anachb.vor.at?P=SQ&input=Velm/Himberg%20Stadelgasse&start=1,
OEFFHALTESTOGD.9803445,9803445,POINT (16.451049422307698 48.04551417832151),Velm bei Himberg Stadelgasse,Velm bei Himberg Stadelgasse,"246, 221, 226",,3,https://anachb.vor.at?P=SQ&input=Velm/Himberg%20Stadelgasse&start=1,
OEFFHALTESTOGD.9803446,9803446,POINT (16.44686323800584 48.0433400923919),Velm bei Himberg Kirchengasse,Velm bei Himberg Kirchengasse,"246, 221, 226",,3,https://anachb.vor.at?P=SQ&input=Velm/Himberg%20Kirchengasse&start=1,
OEFFHALTESTOGD.9803447,9803447,POINT (16.447761534822178 48.04387458927441),Velm bei Himberg Kirchengasse,Velm bei Himberg Kirchengasse,"246, 221, 226",,3,https://anachb.vor.at?P=SQ&input=Velm/Himberg%20Kirchengasse&start=1,
OEFFHALTESTOGD.9803448,9803448,POINT (16.444913940865707 48.04036710846968),Velm bei Himberg Nelkengasse,Velm bei Himberg Nelkengasse,"246, 221, 226",,3,https://anachb.vor.at?P=SQ&input=Velm/Himberg%20Nelkengasse&start=1,
OEFFHALTESTOGD.9803449,9803449,POINT (16.444949839471867 48.039952710585965),Velm bei Himberg Nelkengasse,Velm bei Himberg Nelkengasse,"246, 221, 226",,3,https://anachb.vor.at?P=SQ&input=Velm/Himberg%20Nelkengasse&start=1,
OEFFHALTESTOGD.9803450,9803450,POINT (16.26005963379584 48.08238138895281),Vorderbrühl Husarentempelgasse,Vorderbrühl Husarentempelgasse,"265, 264",,3,https://anachb.vor.at?P=SQ&input=Vorderbrühl%20Husarentempelgasse&start=1,
OEFFHALTESTOGD.9803451,9803451,POINT (16.2595116363792 48.08250738845005),Vorderbrühl Husarentempelgasse,Vorderbrühl Husarentempelgasse,"265, 264",,3,https://anachb.vor.at?P=SQ&input=Vorderbrühl%20Husarentempelgasse&start=1,
OEFFHALTESTOGD.9803452,9803452,POINT (16.266608298745552 48.08113308783145),Vorderbrühl Jägerhausgasse,Vorderbrühl Jägerhausgasse,"265, 264",,3,https://anachb.vor.at?P=SQ&input=Vorderbrühl%20Jägerhausgasse&start=1,
OEFFHALTESTOGD.9803453,9803453,POINT (16.266078301996608 48.08104308882968),Vorderbrühl Jägerhausgasse,Vorderbrühl Jägerhausgasse,"265, 264",,3,https://anachb.vor.at?P=SQ&input=Vorderbrühl%20Jägerhausgasse&start=1,
OEFFHALTESTOGD.9803454,9803454,POINT (16.315871737642734 48.11762066611187),Vösendorf Anton-Benya-Straße 1,Vösendorf Anton-Benya-Straße 1,268,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Anton-Benya-Straße%201&start=1,
OEFFHALTESTOGD.9803455,9803455,POINT (16.31320374244538 48.11356038826449),Vösendorf SCS Hotel Pyramide,Vösendorf SCS Hotel Pyramide,207,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20SCS%20Hotel%20Pyramide&start=1,
OEFFHALTESTOGD.9803456,9803456,POINT (16.10560421960727 48.188422433637705),Tullnerbach Norbertinum,Tullnerbach Norbertinum,"408, 457, 253, 250, 458, 454",,3,https://anachb.vor.at?P=SQ&input=Tullnerbach%20Norbertinum&start=1,
OEFFHALTESTOGD.9803457,9803457,POINT (16.326947921929467 48.1350933716111),Vösendorf Haidfeldsiedlung,Vösendorf Haidfeldsiedlung,268,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Haidfeldsiedlung&start=1,
OEFFHALTESTOGD.9803458,9803458,POINT (16.326552717193113 48.13187388768494),Vösendorf Haidfeldstraße,Vösendorf Haidfeldstraße,268,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Haidfeldstraße&start=1,
OEFFHALTESTOGD.9803459,9803459,POINT (16.326696413585974 48.13068079281128),Vösendorf Haidfeldstraße,Vösendorf Haidfeldstraße,268,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Haidfeldstraße&start=1,
OEFFHALTESTOGD.9803460,9803460,POINT (16.310472858448414 48.11464598524233),Brunn/Geb. Wiener Straße 198,Brunn/Geb. Wiener Straße 198,207,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Wiener%20Straße%20198&start=1,
OEFFHALTESTOGD.9803461,9803461,POINT (16.30979916023273 48.11439408676889),Brunn/Geb. Wiener Straße 198,Brunn/Geb. Wiener Straße 198,207,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Wiener%20Straße%20198&start=1,
OEFFHALTESTOGD.9803462,9803462,POINT (16.333227065682383 48.12319772202787),Vösendorf Mühlgasse,Vösendorf Mühlgasse,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Mühlgasse&start=1,
OEFFHALTESTOGD.9803463,9803463,POINT (16.333595463686535 48.12306582291631),Vösendorf Mühlgasse,Vösendorf Mühlgasse,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Mühlgasse&start=1,
OEFFHALTESTOGD.9803464,9803464,POINT (16.172968630512646 48.206451681391364),Purkersdorf Schwarzhubergasse,Purkersdorf Schwarzhubergasse,"453, 452, 458, 451",,3,https://anachb.vor.at?P=SQ&input=Purkersdorf%20bei%20Wien%20Schwarzhubergasse&start=1,
OEFFHALTESTOGD.9803465,9803465,POINT (16.327208397623195 48.124504922143295),Vösendorf Post,Vösendorf Post,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Post&start=1,
OEFFHALTESTOGD.9803466,9803466,POINT (16.31992310221192 48.11039359653388),Vösendorf SCS Ostring,Vösendorf SCS Ostring,"B99, 207",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20SCS%20Ostring&start=1,
OEFFHALTESTOGD.9803467,9803467,POINT (16.340835823835047 48.12109292464827),Vösendorf Schlossplatz,Vösendorf Schlossplatz,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Schlossplatz&start=1,
OEFFHALTESTOGD.9803468,9803468,POINT (16.340449525012918 48.12067912710346),Vösendorf Schlossplatz,Vösendorf Schlossplatz,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Schlossplatz&start=1,
OEFFHALTESTOGD.9803469,9803469,POINT (16.330047445781975 48.29027562858959),Klosterneuburg Wolfsgraben,Klosterneuburg Wolfsgraben,"401, 2",,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Wolfsgraben&start=1,
OEFFHALTESTOGD.9803470,9803470,POINT (16.330007018030514 48.29027562647317),Klosterneuburg Wolfsgraben,Klosterneuburg Wolfsgraben,"401, 2",,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Wolfsgraben&start=1,
OEFFHALTESTOGD.9803471,9803471,POINT (16.330272049475585 48.2928516154295),Klosterneuburg Sachsengasse,Klosterneuburg Sachsengasse,"401, 2",,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Sachsengasse&start=1,
OEFFHALTESTOGD.9803472,9803472,POINT (16.33023161969067 48.29285161339199),Klosterneuburg Sachsengasse,Klosterneuburg Sachsengasse,"401, 2",,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Sachsengasse&start=1,
OEFFHALTESTOGD.9803473,9803473,POINT (16.32882123432041 48.29802118971495),Klosterneuburg Berchtesgadnerhofgasse,Klosterneuburg Berchtesgadnerhofgasse,1,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Berchtesgadnerhofgasse&start=1,
OEFFHALTESTOGD.9803474,9803474,POINT (16.328839234090665 48.297829990801326),Klosterneuburg Berchtesgadnerhofgasse,Klosterneuburg Berchtesgadnerhofgasse,1,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Berchtesgadnerhofgasse&start=1,
OEFFHALTESTOGD.9803475,9803475,POINT (16.32722224618292 48.30060877870669),Klosterneuburg Ottogasse,Klosterneuburg Ottogasse,1,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Ottogasse&start=1,
OEFFHALTESTOGD.9803476,9803476,POINT (16.324194962898584 48.302479171137165),Klosterneuburg Göppingerplatz,Klosterneuburg Göppingerplatz,3,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Göppingerplatz&start=1,
OEFFHALTESTOGD.9803477,9803477,POINT (16.32332810714489 48.303399372001614),Klosterneuburg Hermannschule,Klosterneuburg Hermannschule,"403, 401, 1, 3",,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Hermannschule&start=1,
OEFFHALTESTOGD.9803478,9803478,POINT (16.32328766903147 48.303399367522495),Klosterneuburg Hermannschule,Klosterneuburg Hermannschule,"403, 401, 1, 3",,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Hermannschule&start=1,
OEFFHALTESTOGD.9804050,9804050,POINT (16.438131768712314 48.084235505993405),Himberg Falkenhofgasse,Himberg Falkenhofgasse,"217, 216, 227, 226",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Falkenhofgasse&start=1,
OEFFHALTESTOGD.9804051,9804051,POINT (16.431960406444357 48.087625995994216),Himberg Neubachbrücke,Himberg Neubachbrücke,"217, 216, 227, 226",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Neubachbrücke&start=1,
OEFFHALTESTOGD.9804052,9804052,POINT (16.431933406714087 48.08778799536606),Himberg Neubachbrücke,Himberg Neubachbrücke,"217, 216, 227, 226",,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Neubachbrücke&start=1,
OEFFHALTESTOGD.9804053,9804053,POINT (16.443997752995585 48.09022427153087),Himberg Pellendorfer Straße,Himberg Pellendorfer Straße,218,,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Pellendorfer%20Straße&start=1,
OEFFHALTESTOGD.9804054,9804054,POINT (16.443521655563085 48.089810174030106),Himberg Pellendorfer Straße,Himberg Pellendorfer Straße,218,,3,https://anachb.vor.at?P=SQ&input=Himberg%20(bei%20Wien)%20Pellendorfer%20Straße&start=1,
OEFFHALTESTOGD.9804055,9804055,POINT (16.232337759486686 48.077802237380055),Hinterbrühl Weissenbacher Straße,Hinterbrühl Weissenbacher Straße,264,,3,https://anachb.vor.at?P=SQ&input=Hinterbrühl%20bei%20Mödling%20Weissenbacher%20Straße&start=1,
OEFFHALTESTOGD.9804056,9804056,POINT (16.451629284632304 48.26356347781442),Aderklaaer Straße,Aderklaaer Straße,"U1, 28A, 520",,4,https://anachb.vor.at?P=SQ&input=Wien%20Aderklaaer%20Straße&start=1,
OEFFHALTESTOGD.9804057,9804057,POINT (16.44806301267876 48.270625446427566),Großfeldsiedlung,Großfeldsiedlung,"29B, U1, 29A, N25",,4,https://anachb.vor.at?P=SQ&input=Wien%20Großfeldsiedlung&start=1,
OEFFHALTESTOGD.9804058,9804058,POINT (16.44943738705788 48.25734970896287),Rennbahnweg,Rennbahnweg,"U1, N25, 27A, 25A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Rennbahnweg&start=1,
OEFFHALTESTOGD.9804059,9804059,POINT (16.380824370310183 48.21896833461542),Taborstraße,Taborstraße,"5B, N29, U2, 2",,4,https://anachb.vor.at?P=SQ&input=Wien%20Taborstraße&start=1,
OEFFHALTESTOGD.9804060,9804060,POINT (16.405689645943884 48.217783224772056),Messe-Prater,Messe-Prater,"N81, U2, 82A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Messe-Prater&start=1,
OEFFHALTESTOGD.9804061,9804061,POINT (16.41411580091994 48.214485135738435),Krieau,Krieau,"VAL 3, U2, 82A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Krieau&start=1,
OEFFHALTESTOGD.9804062,9804062,POINT (16.420475763976807 48.21051035068397),Stadion,Stadion,"VAL 3, 77A, N81, U2, 11A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Stadion&start=1,
OEFFHALTESTOGD.9804063,9804063,POINT (16.382315472111827 48.15388464387838),Alaudagasse,Alaudagasse,"67A, N67, 19A, 16A, U1, N17, 67B, 17A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Alaudagasse&start=1,
OEFFHALTESTOGD.9804064,9804064,POINT (16.341909557506032 48.21697526825485),Alser Straße,Alser Straße,"N8, U6, 43, N43",,4,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9804065,9804065,POINT (16.424221783953804 48.237950217417435),Alte Donau,Alte Donau,"U1, N25, 20A, 20B",,4,https://anachb.vor.at?P=SQ&input=Wien%20Alte%20Donau&start=1,
OEFFHALTESTOGD.9804066,9804066,POINT (16.383420376871285 48.161656806420176),Altes Landgut,Altes Landgut,"N67, 15A, U1",,4,https://anachb.vor.at?P=SQ&input=Wien%20Altes%20Landgut&start=1,
OEFFHALTESTOGD.9804067,9804067,POINT (16.324599064565017 48.161225445411446),Am Schöpfwerk,Am Schöpfwerk,"U6, 16A, N65",,4,https://anachb.vor.at?P=SQ&input=Wien%20Am%20Schöpfwerk&start=1,
OEFFHALTESTOGD.9804068,9804068,POINT (16.430959106933866 48.206116264694174),Donaumarina,Donaumarina,"VAL 3, 77A, 79A, N81, 79B, U2",,4,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9804069,9804069,POINT (16.316523176160697 48.14184344292252),Erlaaer Straße,Erlaaer Straße,U6,,4,https://anachb.vor.at?P=SQ&input=Wien%20Erlaaer%20Straße&start=1,
OEFFHALTESTOGD.9804070,9804070,POINT (16.453219292597204 48.229588218717694),Erzherzog-Karl-Straße,Erzherzog-Karl-Straße,"25, N90, 26A, R81, 95A, 86A, 96A, S80, 94A, 87A",,5,https://anachb.vor.at?P=SQ&input=Wien%20Erzherzog-Karl-Straße&start=1,
OEFFHALTESTOGD.9804071,9804071,POINT (16.413989969124273 48.19151834476109),Erdberg,Erdberg,"N75, U3",,4,https://anachb.vor.at?P=SQ&input=Wien%20Erdberg&start=1,
OEFFHALTESTOGD.9804072,9804072,POINT (16.440121869429483 48.21178543244496),Donaustadtbrücke,Donaustadtbrücke,"N90, U2, 92A, 93A, 92B, N91",,4,https://anachb.vor.at?P=SQ&input=Wien%20Donaustadtbrücke&start=1,
OEFFHALTESTOGD.9804073,9804073,POINT (16.47494941400763 48.22263115855332),Aspernstraße,Aspernstraße,"22A, 552, U2, 26A, 98A, 97A, 84A, 550, 93A",,4,https://anachb.vor.at?P=SQ&input=Wien%20Aspernstraße&start=1,
OEFFHALTESTOGD.9804074,9804074,POINT (16.400290861466598 48.25681452118094),Floridsdorf,Floridsdorf,"R 2215, S1, CJX9, R1, 33, R 21222, N20, REX92, G3, 26, 2, 850, U6, N30, 29B, 30, 500, 25, REX 24363, R3, 29A, 501, R 2207, R 21170, R 2211, 151, 31, 150, S3, REX1, REX 2421, N31, 502, 505, REX7,",,5,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.9804075,9804075,POINT (16.400290827667074 48.25678754189638),Floridsdorf,Floridsdorf,"R 2215, S1, CJX9, R1, 33, R 21222, N20, REX92, G3, 26, 2, 850, U6, N30, 29B, 30, 500, 25, REX 24363, R3, 29A, 501, R 2207, R 21170, R 2211, 151, 31, 150, S3, REX1, REX 2421, N31, 502, 505, REX7,",,4,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.9804076,9804076,POINT (16.350191990927215 48.19828495247829),Neubaugasse,Neubaugasse,"13A, 14A, U3, N71",,4,https://anachb.vor.at?P=SQ&input=Wien%20Neubaugasse&start=1,
OEFFHALTESTOGD.9804077,9804077,POINT (16.28873839432735 48.147283014120674),Atzgersdorf,Atzgersdorf,"S1, R3, 56A, 58A, R 21222, N66, S4, 58B, 66A, S2, 60A, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.9804078,9804078,POINT (16.337705424489947 48.178719253363255),Aßmayergasse,Aßmayergasse,WLB,,6,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.9804079,9804079,POINT (16.295448845883595 48.18948222865682),Braunschweiggasse,Braunschweiggasse,U4,,4,https://anachb.vor.at?P=SQ&input=Wien%20Braunschweiggasse&start=1,
OEFFHALTESTOGD.9804080,9804080,POINT (16.30635438874552 48.198264059318376),Breitensee,Breitensee,"49, S45, N49",,5,https://anachb.vor.at?P=SQ&input=Wien%20Breitensee&start=1,
OEFFHALTESTOGD.9804081,9804081,POINT (16.403695461409534 48.26777636718213),Brünner Straße,Brünner Straße,"R 21222, N31, 502, 505, 30, 500, R3, REX3, S4, 501, R 21170, 36B, 151, 31, S7, 150, S3",,5,https://anachb.vor.at?P=SQ&input=Wien%20Brünner%20Straße&start=1,
