FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.9799771,9799771,POINT (16.33938525479527 48.20609832211681),Neustiftgasse/Kaiserstraße,Neustiftgasse/Kaiserstraße,48A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Neustiftgasse/Kaiserstraße&start=1,
OEFFHALTESTOGD.9799772,9799772,POINT (16.339798451852893 48.2057750234357),Neustiftgasse/Kaiserstraße,Neustiftgasse/Kaiserstraße,5,,1,https://anachb.vor.at?P=SQ&input=Wien%20Neustiftgasse/Kaiserstraße&start=1,
OEFFHALTESTOGD.9799773,9799773,POINT (16.33960985299287 48.2062360207593),Neustiftgasse/Kaiserstraße,Neustiftgasse/Kaiserstraße,5,,1,https://anachb.vor.at?P=SQ&input=Wien%20Neustiftgasse/Kaiserstraße&start=1,
OEFFHALTESTOGD.9799774,9799774,POINT (16.344290084382013 48.244704734848945),Oberdöbling,Oberdöbling,38,,1,https://anachb.vor.at?P=SQ&input=Wien%20Oberdöbling&start=1,
OEFFHALTESTOGD.9799775,9799775,POINT (16.344276575995618 48.24474663116353),Oberdöbling,Oberdöbling,"39A, 415, N38",,3,https://anachb.vor.at?P=SQ&input=Wien%20Oberdöbling&start=1,
OEFFHALTESTOGD.9799776,9799776,POINT (16.344236184137035 48.244746634046265),Oberdöbling,Oberdöbling,"39A, 415, N38",,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberdöbling&start=1,
OEFFHALTESTOGD.9799777,9799777,POINT (16.344236184137035 48.244746634046265),Oberdöbling,Oberdöbling,N38,,10,https://anachb.vor.at?P=SQ&input=Wien%20Oberdöbling&start=1,
OEFFHALTESTOGD.9799778,9799778,POINT (16.344236184137035 48.244746634046265),Oberdöbling,Oberdöbling,N38,,11,https://anachb.vor.at?P=SQ&input=Wien%20Oberdöbling&start=1,
OEFFHALTESTOGD.9799779,9799779,POINT (16.343238967712747 48.156910954064045),Grohnergasse,Grohnergasse,"16A, N65",,2,https://anachb.vor.at?P=SQ&input=Wien%20Grohnergasse&start=1,
OEFFHALTESTOGD.9799780,9799780,POINT (16.343238967712747 48.156910954064045),Grohnergasse,Grohnergasse,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20Grohnergasse&start=1,
OEFFHALTESTOGD.9799781,9799781,POINT (16.343238967712747 48.156910954064045),Grohnergasse,Grohnergasse,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20Grohnergasse&start=1,
OEFFHALTESTOGD.9799782,9799782,POINT (16.374958402867044 48.22236192213691),Obere Augartenstraße,Obere Augartenstraße,"5B, 5A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Obere%20Augartenstraße&start=1,
OEFFHALTESTOGD.9799783,9799783,POINT (16.373925310332396 48.22357091730801),Obere Augartenstraße,Obere Augartenstraße,N31,,11,https://anachb.vor.at?P=SQ&input=Wien%20Obere%20Augartenstraße&start=1,
OEFFHALTESTOGD.9800418,9800418,POINT (16.448893959521758 48.288315022404845),Gerasdorf Mozartweg,Gerasdorf Mozartweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Mozartweg&start=1,
OEFFHALTESTOGD.9800419,9800419,POINT (16.451840447704697 48.28934901491521),Gerasdorf Blumenweg,Gerasdorf Blumenweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Blumenweg&start=1,
OEFFHALTESTOGD.9800420,9800420,POINT (16.451328448900323 48.2890323164653),Gerasdorf Blumenweg,Gerasdorf Blumenweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Blumenweg&start=1,
OEFFHALTESTOGD.9800421,9800421,POINT (16.45496653439649 48.29046080587699),Gerasdorf Anzengruberweg,Gerasdorf Anzengruberweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Anzengruberweg&start=1,
OEFFHALTESTOGD.9800422,9800422,POINT (16.455029433288725 48.29035920659207),Gerasdorf Anzengruberweg,Gerasdorf Anzengruberweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Anzengruberweg&start=1,
OEFFHALTESTOGD.9800423,9800423,POINT (16.292929275332735 48.31225425994682),Klosterneuburg Eichbergg. 30,Klosterneuburg Eichbergg. 30,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Eichberggasse%2030&start=1,
OEFFHALTESTOGD.9800424,9800424,POINT (16.295237962146413 48.31133416178243),Klosterneuburg Leopoldsgraben,Klosterneuburg Leopoldsgraben,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Leopoldsgraben&start=1,
OEFFHALTESTOGD.9800425,9800425,POINT (16.299864243282503 48.31285165000242),Klosterneuburg Dr.-Teichmann-Gasse,Klosterneuburg Dr.-Teichmann-Gasse,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Dr.-Teichmann-Gasse&start=1,
OEFFHALTESTOGD.9800426,9800426,POINT (16.302298735006513 48.314805237818476),Klosterneuburg Kindergarten,Klosterneuburg Kindergarten,"403, 402",,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Kindergarten&start=1,
OEFFHALTESTOGD.9800427,9800427,POINT (16.302487333845033 48.31476933804807),Klosterneuburg Kindergarten,Klosterneuburg Kindergarten,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Kindergarten&start=1,
OEFFHALTESTOGD.9800428,9800428,POINT (16.45867661949181 48.291793596072516),Gerasdorf Johann-Kaller-Gasse,Gerasdorf Johann-Kaller-Gasse,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Johann-Kaller-Gasse&start=1,
OEFFHALTESTOGD.9800429,9800429,POINT (16.458110621442103 48.291452898522955),Gerasdorf Johann-Kaller-Gasse,Gerasdorf Johann-Kaller-Gasse,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Johann-Kaller-Gasse&start=1,
OEFFHALTESTOGD.9800430,9800430,POINT (16.267578319590942 48.000747370877555),Tribuswinkel J.-Lichtenecker-Gasse,Tribuswinkel J.-Lichtenecker-Gasse,"320, 310",,3,https://anachb.vor.at?P=SQ&input=Tribuswinkel%20Josef-Lichtenecker-Gasse&start=1,
OEFFHALTESTOGD.9800431,9800431,POINT (16.267623218470913 48.00064527100073),Tribuswinkel J.-Lichtenecker-Gasse,Tribuswinkel J.-Lichtenecker-Gasse,"320, 310",,3,https://anachb.vor.at?P=SQ&input=Tribuswinkel%20Josef-Lichtenecker-Gasse&start=1,
OEFFHALTESTOGD.9800432,9800432,POINT (16.58077478928932 48.18427749063764),Oberhausen Volksschule,Oberhausen Volksschule,"552, 550",,3,https://anachb.vor.at?P=SQ&input=Oberhausen%20(NÖ)%20Volksschule&start=1,
OEFFHALTESTOGD.9800433,9800433,POINT (16.580801688547567 48.18428349120581),Oberhausen Volksschule,Oberhausen Volksschule,"553, 550",,3,https://anachb.vor.at?P=SQ&input=Oberhausen%20(NÖ)%20Volksschule&start=1,
OEFFHALTESTOGD.9800434,9800434,POINT (16.46262920252208 48.29319218578572),Gerasdorf Dr.-Theodor-Körner-Gasse,Gerasdorf Dr.-Theodor-Körner-Gasse,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Dr.-Theodor-Körner-Gasse&start=1,
OEFFHALTESTOGD.9800435,9800435,POINT (16.461928504833445 48.29277978824572),Gerasdorf Dr.-Theodor-Körner-Gasse,Gerasdorf Dr.-Theodor-Körner-Gasse,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Dr.-Theodor-Körner-Gasse&start=1,
OEFFHALTESTOGD.9800436,9800436,POINT (16.52816052907265 48.08380332034403),Rauchenwarth Kirchenplatz,Rauchenwarth Kirchenplatz,"272, 221",,3,https://anachb.vor.at?P=SQ&input=Rauchenwarth%20Kirchenplatz&start=1,
OEFFHALTESTOGD.9800437,9800437,POINT (16.528052729798546 48.08410341973618),Rauchenwarth Kirchenplatz,Rauchenwarth Kirchenplatz,"272, 221",,3,https://anachb.vor.at?P=SQ&input=Rauchenwarth%20Kirchenplatz&start=1,
OEFFHALTESTOGD.9800438,9800438,POINT (16.310652488342157 48.08282543674475),Wiener Neudorf Martonygasse,Wiener Neudorf Martonygasse,"214, 2",,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Martonygasse&start=1,
OEFFHALTESTOGD.9800439,9800439,POINT (16.31061222341407 48.082825427836035),Wiener Neudorf Martonygasse,Wiener Neudorf Martonygasse,"214, 2",,2,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Martonygasse&start=1,
OEFFHALTESTOGD.9800440,9800440,POINT (16.47272552259707 48.002123663927684),Mitterndorf/Fischa Grenzgasse,Mitterndorf/Fischa Grenzgasse,"226, AST, 222",,3,https://anachb.vor.at?P=SQ&input=Mitterndorf%20an%20der%20Fischa%20Grenzgasse&start=1,
OEFFHALTESTOGD.9800441,9800441,POINT (16.464371898058307 48.29497917518505),Gerasdorf Westliche Scheunenstraße,Gerasdorf Westliche Scheunenstraße,"510, 511",,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Westliche%20Scheunenstraße&start=1,
OEFFHALTESTOGD.9800442,9800442,POINT (16.465575592582223 48.29508667403315),Gerasdorf Westliche Scheunenstraße,Gerasdorf Westliche Scheunenstraße,"512, 510, 511",,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Westliche%20Scheunenstraße&start=1,
OEFFHALTESTOGD.9800443,9800443,POINT (16.440881015190193 48.296168492814004),Gerasdorf Grenzweg,Gerasdorf Grenzweg,510,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Grenzweg&start=1,
OEFFHALTESTOGD.9800444,9800444,POINT (16.440899015761495 48.296246192459776),Gerasdorf Grenzweg,Gerasdorf Grenzweg,510,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Grenzweg&start=1,
OEFFHALTESTOGD.9800445,9800445,POINT (16.44131672016731 48.25184114054169),Doningasse,Doningasse,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.9800446,9800446,POINT (16.44131672016731 48.25184114054169),Doningasse,Doningasse,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.9800447,9800447,POINT (16.44103822139969 48.25178124114417),Doningasse,Doningasse,"31A, N25",,2,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.9800448,9800448,POINT (16.44103822139969 48.25178124114417),Doningasse,Doningasse,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.9800449,9800449,POINT (16.44103822139969 48.25178124114417),Doningasse,Doningasse,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.9800450,9800450,POINT (16.386340106155647 48.26496281195723),Anton-Störck-Gasse,Anton-Störck-Gasse,"36B, 36A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Störck-Gasse&start=1,
OEFFHALTESTOGD.9800451,9800451,POINT (16.329944027463878 48.225827133685456),Antonigasse,Antonigasse,42,,1,https://anachb.vor.at?P=SQ&input=Wien%20Antonigasse&start=1,
OEFFHALTESTOGD.9800452,9800452,POINT (16.223821998725935 48.21398249590182),Anzengruberstraße,Anzengruberstraße,"450, 50B",,3,https://anachb.vor.at?P=SQ&input=Wien%20Anzengruberstraße&start=1,
OEFFHALTESTOGD.9800453,9800453,POINT (16.22378163114479 48.21398245648995),Anzengruberstraße,Anzengruberstraße,"450, 50B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Anzengruberstraße&start=1,
OEFFHALTESTOGD.9800454,9800454,POINT (16.398296458817 48.20041051221476),Apostelgasse,Apostelgasse,N75,,11,https://anachb.vor.at?P=SQ&input=Wien%20Apostelgasse&start=1,
OEFFHALTESTOGD.9800455,9800455,POINT (16.398296458817 48.20041051221476),Apostelgasse,Apostelgasse,N75,,10,https://anachb.vor.at?P=SQ&input=Wien%20Apostelgasse&start=1,
OEFFHALTESTOGD.9800456,9800456,POINT (16.39819765836072 48.20035061256579),Apostelgasse,Apostelgasse,"77A, N75",,2,https://anachb.vor.at?P=SQ&input=Wien%20Apostelgasse&start=1,
OEFFHALTESTOGD.9800457,9800457,POINT (16.39819765836072 48.20035061256579),Apostelgasse,Apostelgasse,N75,,10,https://anachb.vor.at?P=SQ&input=Wien%20Apostelgasse&start=1,
OEFFHALTESTOGD.9800458,9800458,POINT (16.39819765836072 48.20035061256579),Apostelgasse,Apostelgasse,N75,,11,https://anachb.vor.at?P=SQ&input=Wien%20Apostelgasse&start=1,
OEFFHALTESTOGD.9801573,9801573,POINT (16.49297856532098 48.25110531171925),Breitenlee Friedhof,Breitenlee Friedhof,N24,,12,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Friedhof&start=1,
OEFFHALTESTOGD.9801574,9801574,POINT (16.498009041943266 48.25127280820394),Breitenlee Ort,Breitenlee Ort,"N24, 97A, 24A, 28A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801575,9801575,POINT (16.498009041943266 48.25127280820394),Breitenlee Ort,Breitenlee Ort,N24,,10,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801576,9801576,POINT (16.498009041943266 48.25127280820394),Breitenlee Ort,Breitenlee Ort,N24,,11,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801577,9801577,POINT (16.498009041943266 48.25127280820394),Breitenlee Ort,Breitenlee Ort,N24,,13,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801578,9801578,POINT (16.498009041943266 48.25127280820394),Breitenlee Ort,Breitenlee Ort,N24,,12,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801579,9801579,POINT (16.49729944408376 48.251123309321834),Breitenlee Ort,Breitenlee Ort,"N24, 24A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801580,9801580,POINT (16.49729944408376 48.251123309321834),Breitenlee Ort,Breitenlee Ort,N24,,10,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801581,9801581,POINT (16.49729944408376 48.251123309321834),Breitenlee Ort,Breitenlee Ort,N24,,11,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801582,9801582,POINT (16.49729944408376 48.251123309321834),Breitenlee Ort,Breitenlee Ort,N24,,13,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801583,9801583,POINT (16.49729944408376 48.251123309321834),Breitenlee Ort,Breitenlee Ort,N24,,12,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801584,9801584,POINT (16.49766774158018 48.25050721183985),Breitenlee Ort,Breitenlee Ort,"N24, 97A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801585,9801585,POINT (16.49766774158018 48.25050721183985),Breitenlee Ort,Breitenlee Ort,N24,,10,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801586,9801586,POINT (16.49766774158018 48.25050721183985),Breitenlee Ort,Breitenlee Ort,N24,,11,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801587,9801587,POINT (16.49766774158018 48.25050721183985),Breitenlee Ort,Breitenlee Ort,N24,,13,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801588,9801588,POINT (16.49766774158018 48.25050721183985),Breitenlee Ort,Breitenlee Ort,N24,,12,https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee%20Ort&start=1,
OEFFHALTESTOGD.9801589,9801589,POINT (16.30648010522907 48.19890167669022),Breitensee,Breitensee,49,,1,https://anachb.vor.at?P=SQ&input=Wien%20Breitensee&start=1,
OEFFHALTESTOGD.9801590,9801590,POINT (16.306587904701008 48.19892567662066),Breitensee,Breitensee,N49,,11,https://anachb.vor.at?P=SQ&input=Wien%20Breitensee&start=1,
OEFFHALTESTOGD.9801591,9801591,POINT (16.306587904701008 48.19892567662066),Breitensee,Breitensee,N49,,10,https://anachb.vor.at?P=SQ&input=Wien%20Breitensee&start=1,
OEFFHALTESTOGD.9801592,9801592,POINT (16.30650710477907 48.19883587684922),Breitensee,Breitensee,49,,1,https://anachb.vor.at?P=SQ&input=Wien%20Breitensee&start=1,
OEFFHALTESTOGD.9801593,9801593,POINT (16.306614904182783 48.198859776930185),Breitensee,Breitensee,N49,,11,https://anachb.vor.at?P=SQ&input=Wien%20Breitensee&start=1,
OEFFHALTESTOGD.9801594,9801594,POINT (16.306614904182783 48.198859776930185),Breitensee,Breitensee,N49,,10,https://anachb.vor.at?P=SQ&input=Wien%20Breitensee&start=1,
OEFFHALTESTOGD.9801595,9801595,POINT (16.306632804189 48.1984705786338),Breitensee,Breitensee,49,,1,https://anachb.vor.at?P=SQ&input=Wien%20Breitensee&start=1,
OEFFHALTESTOGD.9801596,9801596,POINT (16.450380539694816 48.15426210049829),Roschégasse,Roschégasse,71B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Roschégasse&start=1,
OEFFHALTESTOGD.9801597,9801597,POINT (16.450542239154814 48.1542142006131),Roschégasse,Roschégasse,"71B, N71",,2,https://anachb.vor.at?P=SQ&input=Wien%20Roschégasse&start=1,
OEFFHALTESTOGD.9801598,9801598,POINT (16.450542239154814 48.1542142006131),Roschégasse,Roschégasse,N71,,10,https://anachb.vor.at?P=SQ&input=Wien%20Roschégasse&start=1,
OEFFHALTESTOGD.9801599,9801599,POINT (16.450542239154814 48.1542142006131),Roschégasse,Roschégasse,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Roschégasse&start=1,
OEFFHALTESTOGD.9801600,9801600,POINT (16.34921287448178 48.254568584689494),Breitschneidergasse (Sandgasse),Breitschneidergasse (Sandgasse),38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Bretschneidergasse&start=1,
OEFFHALTESTOGD.9801601,9801601,POINT (16.34817977843243 48.25371328946209),Breitschneidergasse (Grinzinger Str.),Breitschneidergasse (Grinzinger Str.),38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Bretschneidergasse&start=1,
OEFFHALTESTOGD.9801602,9801602,POINT (16.38550450467522 48.18827847796915),Fasangasse,Fasangasse,18,,1,https://anachb.vor.at?P=SQ&input=Wien%20Fasangasse&start=1,
OEFFHALTESTOGD.9801603,9801603,POINT (16.385118306444827 48.18867967668701),Fasangasse,Fasangasse,O,,1,https://anachb.vor.at?P=SQ&input=Wien%20Fasangasse&start=1,
OEFFHALTESTOGD.9801604,9801604,POINT (16.3846332090672 48.18824847850824),Fasangasse,Fasangasse,"O, 18",,1,https://anachb.vor.at?P=SQ&input=Wien%20Fasangasse&start=1,
OEFFHALTESTOGD.9801605,9801605,POINT (16.362759400110498 48.249149401695945),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.9801606,9801606,POINT (16.362714500324984 48.24871870405126),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,"D, N36",,1,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.9801607,9801607,POINT (16.362714500324984 48.24871870405126),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,N36,,13,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.9801608,9801608,POINT (16.362714500324984 48.24871870405126),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,N36,,12,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.9801609,9801609,POINT (16.36274140072155 48.24908360236965),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,N36,,13,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.9801610,9801610,POINT (16.36274140072155 48.24908360236965),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,N36,,12,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.9801611,9801611,POINT (16.306686696853077 48.193764001346366),Diesterweggasse,Diesterweggasse,"52, 49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Diesterweggasse&start=1,
OEFFHALTESTOGD.9801612,9801612,POINT (16.305590802799863 48.19377600180357),Diesterweggasse,Diesterweggasse,"52, 49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Diesterweggasse&start=1,
OEFFHALTESTOGD.9801613,9801613,POINT (16.295251228374457 48.176490990808695),Wattmanng./Elisabethallee,Wattmanng./Elisabethallee,"56A, 8A, 56B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Wattmanng./Elisabethallee&start=1,
OEFFHALTESTOGD.9801614,9801614,POINT (16.326063367485304 48.23997856885668),Döblinger Friedhof/Felix-Dahn-Str.,Döblinger Friedhof/Felix-Dahn-Str.,40A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Döblinger%20Friedhof/Felix-Dahn-Str.&start=1,
OEFFHALTESTOGD.9801615,9801615,POINT (16.431938292997668 48.271988750328816),Felmayergasse,Felmayergasse,29B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Felmayergasse&start=1,
OEFFHALTESTOGD.9801616,9801616,POINT (16.432108991892598 48.271928950486114),Felmayergasse,Felmayergasse,29B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Felmayergasse&start=1,
OEFFHALTESTOGD.9801617,9801617,POINT (16.355527844952483 48.184074117177076),Fendigasse,Fendigasse,"12A, 14A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Fendigasse&start=1,
OEFFHALTESTOGD.9801844,9801844,POINT (16.359040302776357 48.16619259995244),Gußriegelstraße,Gußriegelstraße,15A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Gußriegelstraße&start=1,
OEFFHALTESTOGD.9801845,9801845,POINT (16.35824970685537 48.16658799845904),Gußriegelstraße,Gußriegelstraße,"15A, 65A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Gußriegelstraße&start=1,
OEFFHALTESTOGD.9801846,9801846,POINT (16.358546206777156 48.16718719560838),Gußriegelstraße,Gußriegelstraße,65A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Gußriegelstraße&start=1,
OEFFHALTESTOGD.9801847,9801847,POINT (16.345457857099294 48.22979470512612),Gymnasiumstraße,Gymnasiumstraße,"40A, 37A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Gymnasiumstraße&start=1,
OEFFHALTESTOGD.9801848,9801848,POINT (16.345098560419803 48.2302375032526),Gymnasiumstraße,Gymnasiumstraße,40A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Gymnasiumstraße&start=1,
OEFFHALTESTOGD.9801849,9801849,POINT (16.25513268127917 48.21674182336245),Günselgasse,Günselgasse,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Günselgasse&start=1,
OEFFHALTESTOGD.9801850,9801850,POINT (16.255096781420143 48.21683762295959),Günselgasse,Günselgasse,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Günselgasse&start=1,
OEFFHALTESTOGD.9801851,9801851,POINT (16.484619498688847 48.156365516996956),Alberner Straße,Alberner Straße,"76B, 279",,3,https://anachb.vor.at?P=SQ&input=Wien%20Alberner%20Straße&start=1,
OEFFHALTESTOGD.9801852,9801852,POINT (16.48457917638746 48.15636556910641),Alberner Straße,Alberner Straße,"76B, 279",,2,https://anachb.vor.at?P=SQ&input=Wien%20Alberner%20Straße&start=1,
OEFFHALTESTOGD.9801853,9801853,POINT (16.34340074147612 48.2106420973018),Albertgasse,Albertgasse,"33, 2, 5",,1,https://anachb.vor.at?P=SQ&input=Wien%20Albertgasse&start=1,
OEFFHALTESTOGD.9801854,9801854,POINT (16.344424835756918 48.21055829723553),Albertgasse,Albertgasse,2,,1,https://anachb.vor.at?P=SQ&input=Wien%20Albertgasse&start=1,
OEFFHALTESTOGD.9801855,9801855,POINT (16.34396663839038 48.21080379655636),Albertgasse,Albertgasse,"33, 5",,1,https://anachb.vor.at?P=SQ&input=Wien%20Albertgasse&start=1,
OEFFHALTESTOGD.9801856,9801856,POINT (16.36799651397519 48.20545170680023),Albertinaplatz (Augustinerstraße),Albertinaplatz (Augustinerstraße),2A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Albertinaplatz&start=1,
OEFFHALTESTOGD.9801857,9801857,POINT (16.369433805939792 48.204757209160384),Albertinaplatz (Tegethoffstraße),Albertinaplatz (Tegethoffstraße),2A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Albertinaplatz&start=1,
OEFFHALTESTOGD.9801858,9801858,POINT (16.42119451931627 48.25318094608777),Carminweg,Carminweg,N20,,11,https://anachb.vor.at?P=SQ&input=Wien%20Carminweg&start=1,
OEFFHALTESTOGD.9801859,9801859,POINT (16.42119451931627 48.25318094608777),Carminweg,Carminweg,N20,,10,https://anachb.vor.at?P=SQ&input=Wien%20Carminweg&start=1,
OEFFHALTESTOGD.9801860,9801860,POINT (16.420718421957258 48.253133046913405),Carminweg,Carminweg,"25, 26",,1,https://anachb.vor.at?P=SQ&input=Wien%20Carminweg&start=1,
OEFFHALTESTOGD.9801861,9801861,POINT (16.42080822101798 48.253133047306775),Carminweg,Carminweg,N20,,11,https://anachb.vor.at?P=SQ&input=Wien%20Carminweg&start=1,
OEFFHALTESTOGD.9801862,9801862,POINT (16.42080822101798 48.253133047306775),Carminweg,Carminweg,N20,,10,https://anachb.vor.at?P=SQ&input=Wien%20Carminweg&start=1,
OEFFHALTESTOGD.9801863,9801863,POINT (16.421347219174795 48.2531689467288),Carminweg,Carminweg,"25, 26",,1,https://anachb.vor.at?P=SQ&input=Wien%20Carminweg&start=1,
OEFFHALTESTOGD.9801864,9801864,POINT (16.531435174468488 48.24889809881763),Algenweg,Algenweg,89A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Algenweg&start=1,
OEFFHALTESTOGD.9801865,9801865,POINT (16.386393969965233 48.238668236910065),Allerheiligengasse,Allerheiligengasse,"N8, 11B, 5A, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Allerheiligengasse&start=1,
OEFFHALTESTOGD.9801866,9801866,POINT (16.386393969965233 48.238668236910065),Allerheiligengasse,Allerheiligengasse,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Allerheiligengasse&start=1,
